PRICE,HOA,SQUARE_FEET,BEDS,BATHS,PROPERTY_TYPE,CITY,URL
349900,,1440,3,2.0,MOBILE_HOME,CAMPBELL,/CA/Campbell/136-Timber-Cove-Dr-95008/unit-136/home/174367668
2960000,,2626,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/100-El-Caminito-Ave-95008/home/1829922
1300000,435,1665,3,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/359-W-Rincon-Ave-95008/unit-E/home/783770
902000,385,1408,2,2.0,CONDO,CAMPBELL,/CA/Campbell/260-W-Rincon-Ave-95008/unit-B/home/1264517
1560000,,1226,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/924-Connie-Dr-95008/home/1566748
845000,291,1152,2,2.0,CONDO,CAMPBELL,/CA/Campbell/666-W-Sunnyoaks-Ave-95008/home/820861
2235000,,2944,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/702-W-Sunnyoaks-Ave-95008/home/1141897
2725000,,3324,4,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/73-Virginia-Ave-95008/home/817239
2012000,,1796,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/749-Ricky-Ct-95008/home/1674706
1349950,75,1597,3,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/145-Kennedy-Ave-95008/home/12178334
1335000,336,1690,3,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/121-E-Rincon-Ave-95008/home/826474
1305000,323,1947,3,3.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/67-Braxton-Ter-95008/home/103948633
1500000,373,1650,3,2.5,CONDO,CAMPBELL,/CA/Campbell/328-W-Rincon-Ave-95008/home/753801
1450000,,1129,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/13-Virginia-Ave-95008/home/1088546
1920000,,1914,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/60-Jane-Ann-Way-95008/home/714397
2410888,,2790,4,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/295-California-St-95008/home/113012609
950000,,1454,2,3.0,CONDO,CAMPBELL,/CA/Campbell/1157-Capri-Dr-95008/home/1166024
1300000,,1076,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/890-Jones-Way-95008/home/984337
1395000,,1800,5,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/964-Linda-Dr-95008/home/583681
1350000,,1189,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/973-Connie-Dr-95008/home/1727153
728000,240,1020,1,1.5,CONDO,CAMPBELL,/CA/Campbell/1132-Capri-Dr-95008/home/1727304
1475000,29,1222,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/836-W-Sunnyoaks-Ave-95008/home/1633007
1255000,250,1610,3,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/580-W-Sunnyoaks-Ave-95008/home/793141
1578000,,1278,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/849-Marilyn-Dr-95008/home/1791127
3300000,,3359,5,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/936-Hazelwood-Ave-95008/home/817828
1000000,370,1319,2,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/236-W-Rincon-Ave-95008/unit-R/home/754980
1050000,,1244,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/2220-Wren-Way-95008/home/818085
165000,,840,2,2.0,MOBILE_HOME,CAMPBELL,/CA/Campbell/53-Timber-Cove-Dr-95008/unit-53/home/56848853
325000,,1319,3,1.5,MOBILE_HOME,CAMPBELL,/CA/Campbell/51-Timber-Cove-Dr-95008/unit-51/home/63743148
279000,,1440,2,2.0,MOBILE_HOME,CAMPBELL,/CA/Campbell/30-Timber-Cove-Dr-95008/unit-30/home/176729244
960000,422,1134,2,1.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/433-W-Rincon-Ave-95008/unit-B/home/1814880
1878000,,2416,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/220-Virginia-Ave-95008/home/1234858
1705000,,1771,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/120-Jane-Ann-Way-95008/home/1057366
1743500,,2021,,,MULTI_FAMILY_2_4,CAMPBELL,/CA/Campbell/1123-Virginia-Ave-95008/home/1076401
1910000,,3837,8,5.0,MULTI_FAMILY_2_4,CAMPBELL,/CA/Campbell/117-Adler-Ave-95008/home/1022705
1830000,,4010,9,5.0,MULTI_FAMILY_2_4,CAMPBELL,/CA/Campbell/171-Hollis-Ave-95008/home/754537
550000,,650,2,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/321-Industrial-St-95008/home/1466906
975000,370,1319,2,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/236-W-Rincon-Ave-95008/unit-Q/home/754988
1625000,,1266,2,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/38-Alice-Ave-95008/home/1504887
1430000,,1040,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/300-Sobrato-Dr-95008/home/1036591
1020000,400,1454,2,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/1213-Capri-Dr-95008/home/820835
1150000,394,1631,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/101-Elm-Wood-Ct-95032/home/1366127
1250000,394,1454,3,2.5,CONDO,LOS GATOS,/CA/Los-Gatos/535-Pine-Wood-Ln-95032/home/822077
1294000,394,1533,4,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/544-Pine-Wood-Ln-95032/home/1337906
1750000,,1322,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/711-Harriet-Ave-95008/home/714342
1400000,394,1520,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/124-Cherry-Wood-Ct-95032/home/1674754
1048888,400,1387,3,3.0,TOWNHOUSE,CAMPBELL,/CA/Campbell/1193-Capri-Dr-95008/home/819593
975000,400,1467,2,2.0,TOWNHOUSE,CAMPBELL,/CA/Campbell/833-S-San-Tomas-Aquino-Rd-95008/unit-B/home/815839
810000,,,,,CONDO,CAMPBELL,/CA/Campbell/709-Peachtree-Ct-95008/unit-202/home/114120893
2730000,,2938,4,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1206-Steinway-Ave-95008/home/160989925
2100299,,1942,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1140-Steinway-Ave-95008/home/1088610
1310000,394,1454,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/112-Abby-Wood-Ct-95032/home/1360156
2100000,,1038,2,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1325-Westmont-Ave-95008/home/1500883
2452000,,1982,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/3764-Century-Dr-95008/home/693434
1540000,250,1656,3,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/709-W-Hacienda-Ave-95008/home/143042131
2750000,,2332,5,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1549-Walnut-Dr-95008/home/1456918
2875000,,3170,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1251-Chamberlin-Ct-95008/home/1473917
6688800,,1190,3,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1445-Westmont-Ave-95008/home/1799770
1840000,,2154,5,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/960-S-San-Tomas-Aquino-Rd-95008/home/1141868
1650000,,1773,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1529-Theresa-Ave-95008/home/1122229
1393000,394,1533,4,3.0,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/108-Birch-Wood-Ct-95032/home/821966
1310000,394,1520,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/104-Elm-Wood-Ct-95032/home/1014192
1275000,394,1454,3,2.5,CONDO,LOS GATOS,/CA/Los-Gatos/503-Pine-Wood-Ln-95032/home/820751
1320000,394,1891,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/520-Pine-Wood-Ct-95032/home/1727379
1880000,,1855,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/955-Torero-Plz-95008/home/773101
1660000,,1874,5,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1189-W-Hacienda-Ave-95008/home/1501085
1370000,375,1891,4,2.5,CONDO,LOS GATOS,/CA/Los-Gatos/340-Pine-Wood-Ln-95032/home/861894
1770000,190,2026,3,2.5,SINGLE_FAMILY_HOME,LOS GATOS,/CA/Los-Gatos/357-Market-St-95032/home/143042118
1770000,,1322,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/613-Ginden-Dr-95008/home/813599
950000,300,1464,2,2.0,TOWNHOUSE,CAMPBELL,/CA/Campbell/808-S-San-Tomas-Aquino-Rd-95008/home/848317
1743300,,2021,5,4.0,MULTI_FAMILY_2_4,CAMPBELL,/CA/Campbell/1125-Virginia-Ave-95008/home/23477415
1825000,,2100,4,3.0,SINGLE_FAMILY_HOME,LOS GATOS,/CA/Los-Gatos/401-Dardanelli-Ln-95032/home/1231349
1160000,297,1396,2,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/1165-Smith-Ave-95008/unit-H/home/1660078
540000,467,934,2,1.0,CONDO,LOS GATOS,/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-30/home/955911
1760000,,1649,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1159-Glenblair-Way-95008/home/1478042
1315000,,1520,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/123-Pine-Wood-Ln-95032/home/821896
,,2572,4,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/CAMPBELL/100-HAYMARKET-CT-95008/home/172946874
1830000,,1633,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/740-Craig-Ave-95008/home/1127453
2600000,,2288,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1083-Bucknam-Ave-95008/home/1084803
1561000,,1204,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1475-Elam-Ave-95008/home/830551
,,2577,4,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/200-Haymarket-Ct-95008/home/172946873
1450000,,1037,3,1.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/3932-Middletown-Ct-95008/home/1231284
2160000,,1661,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1497-W-Hacienda-Ave-95008/home/812994
1438000,,1284,3,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1226-W-Hacienda-Ave-95008/home/1122224
1235000,,,,,CONDO,CAMPBELL,/CA/Campbell/1440-Westmont-Ave-95008/home/167450326
540000,,2216,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1265-Burrows-Rd-95008/home/1294745
2950000,,3819,6,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1133-Hazelwood-Ave-95008/home/818472
1370000,,864,2,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/686-Margaret-Ln-95008/home/1740704
1500000,,1350,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/726-Craig-Ave-95008/home/1088602
2085000,,1512,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/3924-Middletown-Ct-95008/home/1616329
2310000,,1639,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1360-Juanita-Way-95008/home/1535958
2437000,,1891,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1370-Juanita-Way-95008/home/1014053
1100000,395,1831,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/211-Elm-Wood-Ct-95032/home/1548183
1285000,,1520,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/552-Pine-Wood-Ln-95032/home/1266514
1017000,390,1454,2,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/1209-W-Parr-Ave-95008/home/1536025
1270000,394,1625,3,2.5,CONDO,LOS GATOS,/CA/Los-Gatos/336-Pine-Wood-Ln-95032/home/820666
1200000,375,1520,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/101-Cherry-Wood-Ct-95032/home/822031
1930000,40,2013,4,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1253-Cobblestone-Dr-95008/home/1439724
2100000,,2556,3,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/920-Cullen-Ct-95008/home/802227
1450000,,1076,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1032-Lovell-Ave-95008/home/818670
1605888,,1589,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/995-Lovell-Ave-95008/home/1472719
2180000,,2817,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/986-Crockett-Ave-95008/home/812346
1750500,,1978,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1451-Vale-Ave-95008/home/1595322
2060000,,1988,5,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/930-Scott-Ct-95008/home/1727273
1830006,,1779,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/754-Fairlands-Ave-95008/home/819379
2500000,,3179,4,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1121-Steinway-Ave-95008/home/955856
,,840,2,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/880-Harriet-Ave-95008/home/1282460
1768600,,1270,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/686-Inwood-Dr-95008/home/813607
,,2575,4,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/101-Haymarket-Ct-95008/home/172946870
1800000,,1967,4,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1335-Elam-Ave-95008/home/559801
1371000,,1045,3,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1565-Silacci-Dr-95008/home/1384205
3102000,,4165,5,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1788-Regina-Way-95008/home/12178413
1625000,73,1487,3,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1308-Bronwen-Way-95008/home/12180526
3249950,264,3629,5,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/104-Hickory-Ct-95008/home/172946602
3950000,264,3902,5,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/102-Hickory-Ct-95008/home/172946601
606000,,3672,3,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1376-Robnick-Ct-95008/home/813773
1525000,,1322,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1715-Ebbetts-Dr-95008/home/1076299
1480000,200,1979,3,2.5,SINGLE_FAMILY_HOME,LOS GATOS,/CA/Los-Gatos/127-Naramore-Ln-95032/home/1038865
1580000,,1322,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/874-Gwen-Dr-95008/home/1416620
3075000,,3269,4,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1582-Summerfield-Dr-95008/home/1488052
3229950,264,3592,5,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/106-Hickory-Ct-95008/home/172946603
2825000,,3997,6,4.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1790-Regina-Way-95008/home/12178414
1850000,,1386,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1140-Fawn-Dr-95008/home/812917
2100000,,2420,5,3.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1697-W-Hacienda-Ave-95008/home/1579935
1850000,,2109,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1769-Regina-Way-95008/home/812816
1350000,,740,2,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1480-York-Ave-95008/home/665187
1900000,,2131,5,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/848-Loyalton-Dr-95008/home/1595894
1595000,,1204,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1666-Ebbetts-Dr-95008/home/901470
1715000,,1204,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/816-Gwen-Dr-95008/home/1201458
1880000,,2156,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1094-Harriet-Ave-95008/home/1278252
1450000,,1285,3,1.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/CAMPBELL/4710-LONDON-DR-95008/home/848216
2455000,,2227,3,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/1845-Regina-Way-95008/home/1689091
1800000,,1596,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/2839-Gazelle-Dr-95008/home/1674681
1980000,,1675,4,2.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/4815-Pinemont-Dr-95008/home/1365981
2030000,,2368,4,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/4864-Pinemont-Dr-95008/home/814628
1320000,660,2035,2,3.0,CONDO,LOS GATOS,/CA/Los-Gatos/104-Cll-Corta-95032/home/822814
1275000,440,1739,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/1784-Las-Joyas-Ct-95032/home/1298874
2325000,,2569,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/14004-Quito-Rd-95070/home/813824
770000,370,920,2,1.0,TOWNHOUSE,CAMPBELL,/CA/Campbell/4957-Ponderosa-Ter-95008/home/818256
2001000,,2086,4,3.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/4799-Pinemont-Dr-95008/home/1727074
725000,370,920,2,1.0,TOWNHOUSE,CAMPBELL,/CA/Campbell/5020-Pinetree-Ter-95008/home/1049564
1430000,528,1747,4,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/101-Cll-Nivel-95032/home/1457082
1225000,513,1637,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/126-El-Olivar-95032/home/734210
1575000,639,2166,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/131-Cll-Larga-95032/home/822852
1205000,639,2252,3,3.0,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/112-Cll-Larga-95032/home/1294890
2023000,,1854,4,2.0,SINGLE_FAMILY_HOME,LOS GATOS,/CA/Los-Gatos/2351-Pollard-Ct-95032/home/1266286
2080000,,2183,4,2.5,SINGLE_FAMILY_HOME,SAN JOSE,/CA/San-Jose/4768-Manitoba-Dr-95130/home/848293
1625000,30,1927,3,2.5,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/2943-Del-Loma-Dr-95008/home/1548088
1525000,295,2045,3,2.5,TOWNHOUSE,CAMPBELL,/CA/Campbell/2901-Massih-Ct-95008/home/1156243
1210000,440,1739,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/1950-Las-Encinas-Ct-95032/home/813293
2350000,,1732,3,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13781-Ravenwood-Dr-95070/home/1632930
1565000,640,1700,3,2.0,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/140-Cll-Larga-95032/home/1778626
1375000,528,1637,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/108-Cll-Nivel-95032/home/1370562
1355000,440,2016,3,2.5,TOWNHOUSE,LOS GATOS,/CA/Los-Gatos/1906-La-Corona-Ct-95032/home/1547983
2188000,,2828,5,4.0,SINGLE_FAMILY_HOME,CAMPBELL,/CA/Campbell/4705-Del-Loma-Ct-95008/home/1259481
3600000,,3235,5,4.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13310-Carrick-St-95070/home/1141974
2250000,,1128,2,1.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13240-Carrick-St-95070/home/1251269
2485000,,2059,4,4.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18890-Afton-Ave-95070/home/792885
2780000,,2795,5,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18915-Afton-Ave-95070/home/1141968
2285000,,1846,4,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13238-Paseo-Presada-95070/home/809916
2250000,,2081,4,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13267-McCulloch-Ave-95070/home/809928
2160000,,1740,3,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13366-McCulloch-Ave-95070/home/1314402
3608000,,3240,5,4.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13206-McDole-St-95070/home/830495
1775000,,1232,3,1.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/12931-Quito-Rd-95070/home/809744
1825000,,1128,2,1.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13250-McCulloch-Ave-95070/home/598679
3500000,,2041,5,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13535-Wendy-Ln-95070/home/807686
4110000,,2700,5,4.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13636-Ronnie-Way-95070/home/1076229
3402000,,2162,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19100-Myren-Ct-95070/home/808086
1370000,530,1860,3,2.5,CONDO,SARATOGA,/CA/Saratoga/19906-Vineyard-Ln-95070/home/701037
735000,500,768,1,1.0,CONDO,SARATOGA,/CA/Saratoga/19216-Vineyard-Ln-95070/home/807217
2420000,,2222,4,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13450-Ward-Way-95070/home/701015
1850000,,1152,3,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18863-Casa-Blanca-Ln-95070/home/806918
4200000,,2435,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19348-Athos-Pl-95070/home/996783
1450000,530,1511,2,2.5,TOWNHOUSE,SARATOGA,/CA/Saratoga/19623-Vineyard-Ln-95070/home/1805682
1020000,530,1132,2,1.5,TOWNHOUSE,SARATOGA,/CA/Saratoga/19205-Vineyard-Ln-95070/home/598668
4632000,,3929,5,4.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18625-Sage-Ct-95070/home/1031573
2640000,,,,,RESIDENTIAL_LOT,SARATOGA,/CA/Saratoga/14171-Chester-Ave-95070/home/161045953
2750000,,2867,4,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13621-Springhill-Ct-95070/home/1026255
2585000,,2194,3,3.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18932-Bonnet-Way-95070/home/1697445
3016000,,2358,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18696-Aspesi-Dr-95070/home/611824
1825000,,1504,3,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18531-Montpere-Way-95070/home/1740637
2740000,,2888,5,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13750-Serra-Oaks-Ct-95070/home/807838
3425000,,3068,5,4.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13620-Ferncrest-Ct-95070/home/1838767
3325000,,2435,4,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13794-Serra-Oaks-Ct-95070/home/1838771
2050000,,1804,3,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18581-Lyons-Ct-95070/home/861557
2125000,,1900,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18665-Aspesi-Dr-95070/home/1337513
2350000,,2272,4,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18721-Harleigh-Dr-95070/home/807330
2500000,,1737,3,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18651-Harleigh-Dr-95070/home/1444266
4150000,,2773,5,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19224-De-Havilland-Dr-95070/home/1076227
3300000,,2216,4,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19231-Portos-Dr-95070/home/1487981
890000,530,1088,2,1.5,TOWNHOUSE,SARATOGA,/CA/Saratoga/19111-Vineyard-Ln-95070/home/1365772
2150000,,2045,3,1.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18724-Cox-Ave-95070/home/807280
2035000,,1576,3,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18803-Dundee-Ave-95070/home/809818
2450000,,1356,4,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13254-Carrick-St-95070/home/1337575
2515000,,1536,4,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13229-McCulloch-Ave-95070/home/1356423
950000,530,1088,2,2.5,CONDO,SARATOGA,/CA/Saratoga/19223-Vineyard-Ln-95070/home/611807
4800000,,3417,4,3.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19151-Oahu-Ln-95070/home/1777136
880000,500,1088,2,1.5,CONDO,SARATOGA,/CA/Saratoga/19236-Vineyard-Ln-95070/home/1231032
3475000,,3139,5,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18891-Bellgrove-Cir-95070/home/808406
3720000,,2616,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19181-Portos-Pl-95070/home/1701289
3060000,,2789,5,4.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/19110-Bonnet-Way-95070/home/1861172
1200000,500,1612,3,2.5,CONDO,SARATOGA,/CA/Saratoga/19310-Vineyard-Ln-95070/home/1141583
2400000,,1599,3,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13480-Ward-Way-95070/home/1532077
2718000,,1696,2,2.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18561-Marshall-Ln-95070/home/1675186
2875000,,2595,5,3.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18800-Casa-Blanca-Ln-95070/home/917988
3300000,,2488,4,2.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/18558-Ravenwood-Dr-95070/home/1275763
4752000,,4279,4,4.0,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/14045-Apricot-Hl-95070/home/810703
4200000,,4125,5,4.5,SINGLE_FAMILY_HOME,SARATOGA,/CA/Saratoga/13916-Chester-Ave-95070/home/1049495
1085000,530,1132,2,1.5,TOWNHOUSE,SARATOGA,/CA/Saratoga/19404-Vineyard-Ln-95070/home/1184048
